,Predictions,Scores,TER scores,Z_scores
311,"Ein Motorrad wurde beschlagnahmt , nachdem es bei 125 km / h in einer 70 km / h Zone und über Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.3218846,2.418181818181818,0.0962972181818178
312,"Ein Motorrad wurde beschlagnahmt , nachdem es 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.3239278999999997,2.3636363636363638,0.039708463636364044
313,"Ein Motorrad wurde beschlagnahmt , nachdem es mit 125km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.3284502000000002,2.4,0.07154979999999966
314,"Ein Motorrad wurde beschlagnahmt , nachdem es auf 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entfliehen .",-2.3295312000000004,2.4727272727272727,0.1431960727272723
315,"Ein Motorrad wurde beschlagnahmt , nachdem er 125km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.3445735,2.327272727272727,-0.01730077272727293
316,"Ein Motorrad wurde beschlagnahmt , nachdem es bei 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entfliehen .",-2.3460278999999997,2.4545454545454546,0.10851755454545486
317,"Ein Motorrad ist beschlagnahmt worden , nachdem es bei 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.347083,2.4909090909090907,0.1438260909090907
318,"Ein Motorrad wurde beschlagnahmt , nachdem es auf 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um in der Pilbara der Polizei zu entkommen .",-2.3537302,2.418181818181818,0.06445161818181777
319,"Ein Motorrad wurde beschlagnahmt , nachdem er bei 125km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.354043,2.418181818181818,0.0641388181818181
320,"Ein Motorrad ist beschlagnahmt worden , nachdem es auf 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.3550801,2.4909090909090907,0.13582899090909084
321,"Ein Motorrad wurde beschlagnahmt , nachdem es auf 125 km / h in einer 70 km / h-Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.3569422,2.4363636363636365,0.0794214363636363
322,"Ein Motorrad wurde beschlagnahmt , nachdem es auf 125km / h in einer 70 km / h Zone und über Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.3576422000000004,2.418181818181818,0.060539618181817634
323,"Ein Motorrad wurde beschlagnahmt , nachdem es um 125km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.3605384999999997,2.4,0.03946150000000026
324,"Ein Motorrad wurde beschlagnahmt , nachdem es bei 125km / h in einer 70 km / h Zone und über Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.3636055000000002,2.4,0.03639449999999966
325,"Ein Motorrad wurde beschlagnahmt , nachdem es bei 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um in der Pilbara der Polizei zu entkommen .",-2.3686447,2.4,0.031355299999999975
326,"Ein Motorrad wurde beschlagnahmt , nachdem es mit 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.3734136,2.418181818181818,0.044768218181817865
327,"Ein Motorrad wurde beschlagnahmt , nachdem er auf 125km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.3777266,2.4,0.0222734
328,"Ein Motorrad wurde beschlagnahmt , nachdem es bei 125 km / h in einer 70 km / h Zone und durch Buschland geritten wurde , um der Polizei in der Pilbara zu entkommen .",-2.3844168,2.4363636363636365,0.05194683636363662
329,"Ein Motorrad wurde beschlagnahmt , nachdem es bei 125km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entfliehen",-2.388577,2.4,0.011422999999999739
330,"Ein Motorrad ist beschlagnahmt worden , nachdem es bei 125km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen",-2.394248,2.4363636363636365,0.042115636363636355
331,"Ein Motorrad wurde beschlagnahmt , nachdem es bei 125km / h in einer 70km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.3967728999999998,2.381818181818182,-0.014954718181817928
332,"Ein Motorrad wurde beschlagnahmt , nachdem es auf 125 km / h in einer 70 km / h Zone und durch Buschland geritten wurde , um der Polizei in der Pilbara zu entkommen .",-2.3979461,2.4363636363636365,0.03841753636363654
333,"Ein Motorrad wurde beschlagnahmt , nachdem es auf 125km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entfliehen",-2.3987305,2.418181818181818,0.01945131818181789
334,"Ein Motorrad wurde beschlagnahmt , nachdem es auf 125km / h in einer 70km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.405059,2.4,-0.005059000000000147
335,"Ein Motorrad wurde beschlagnahmt , nachdem es bei 125km / h in einer 70 km / h-Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.4057007,2.4,-0.005700700000000225
336,"Ein Motorrad wurde beschlagnahmt , nachdem es bei 125 km / h in einer 70 km / h Zone und über Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.406727,2.418181818181818,0.011454818181817927
337,"Ein Motorrad wurde beschlagnahmt , nachdem es 125km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entfliehen .",-2.4110475,2.381818181818182,-0.029229318181818176
338,"Ein Motorrad wurde beschlagnahmt , nachdem es bei 125km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um in der Pilbara der Polizei zu entkommen .",-2.4152145000000003,2.381818181818182,-0.03339631818181843
339,"Ein Motorrad wurde beschlagnahmt , nachdem es bei 125km / h in einer 70 km / h Zone und durch Buschland geritten wurde , um der Polizei in der Pilbara zu entkommen",-2.4159591000000002,2.381818181818182,-0.034140918181818414
340,"Ein Motorrad ist beschlagnahmt worden , nachdem es 125km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.4205785,2.4,-0.020578500000000055
341,"Ein Motorrad wurde beschlagnahmt , nachdem es auf 125 km / h in einer 70 km / h Zone und über Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen .",-2.4214435,2.4363636363636365,0.014920136363636427
342,"Ein Motorrad wurde beschlagnahmt , nachdem es auf 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entgehen .",-2.4215293,2.4363636363636365,0.014834336363636513
343,"Ein Motorrad wurde beschlagnahmt , nachdem es auf 125km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um in der Pilbara der Polizei zu entkommen .",-2.4249167000000003,2.4,-0.024916700000000347
344,"Ein Motorrad ist beschlagnahmt worden , nachdem es auf 125km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um der Polizei in der Pilbara zu entkommen",-2.4268577000000002,2.4363636363636365,0.00950593636363628
345,"Ein Motorrad wurde beschlagnahmt , nachdem es 125km / h in einer 70 km / h Zone und durch Buschland geritten wurde , um der Polizei in der Pilbara zu entkommen .",-2.4318871,2.3454545454545452,-0.08643255454545473
346,"Ein Motorrad wurde beschlagnahmt , nachdem es auf 125 km / h in einer 70 km / h Zone und durch Buschland gefahren wurde , um die Polizei in der Pilbara zu entkommen .",-2.4342327,2.4363636363636365,0.002130936363636593
347,"Ein Motorrad wurde beschlagnahmt , nachdem es bei 125 km / h in einer 70 km / h Zone und durch Buschland geflogen wurde , um der Polizei in der Pilbara zu entkommen",-2.4484142999999996,2.4,-0.04841429999999969
348,"Ein Motorrad wurde beschlagnahmt , nachdem es auf 125km / h in einer 70 km / h Zone und durch Buschland geritten wurde , um der Polizei in der Pilbara zu entkommen",-2.4513135,2.4,-0.05131350000000001
349,"Ein Motorrad wurde beschlagnahmt , nachdem es bei 125 km / h in einer 70 km / h Zone und durch Buschland geritten wurde , um der Polizei in der Pilbara zu entkommen",-2.4637194,2.4,-0.06371940000000009
350,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h , als sie aus einer Tankstelle auf der Bathgate Road gezogen .",-2.5493919999999997,3.036363636363636,0.4869716363636365
351,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h , als sie aus einer Tankstelle auf der Bathgate Road zog .",-2.5690625,2.963636363636364,0.39457386363636404
352,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h , als es aus einer Tankstelle auf der Bathgate Road gezogen .",-2.5752726000000004,3.018181818181818,0.4429092181818177
353,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h , als sie aus einer Tankstelle an der Bathgate Road gezogen .",-2.5908613,3.0,0.4091387000000002
354,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h , als es aus einer Tankstelle auf der Bathgate Road zog .",-2.5954087,2.9454545454545453,0.3500458454545452
355,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h , als sie aus einer Tankstelle an der Bathgate Road zog .",-2.6068792000000003,2.9272727272727272,0.32039352727272696
356,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h , während sie aus einer Tankstelle auf der Bathgate Road gezogen .",-2.6101627,3.109090909090909,0.49892820909090885
357,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es entdeckte 125km / h , als sie aus einer Tankstelle auf der Bathgate Road gezogen .",-2.6123576,3.036363636363636,0.424006036363636
358,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h , als es aus einer Tankstelle an der Bathgate Road gezogen .",-2.6142540000000003,2.981818181818182,0.3675641818181816
359,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h , als sie aus einer Tankstelle in der Bathgate Road gezogen .",-2.6211952999999997,2.981818181818182,0.36062288181818225
360,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h , als sie aus einer Tankstelle in der Bathgate Road zog .",-2.6298633,2.909090909090909,0.2792276090909094
361,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h , als es aus einer Tankstelle an der Bathgate Road zog .",-2.633055,2.909090909090909,0.276035909090909
362,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125 km / h , als sie aus einer Tankstelle auf der Bathgate Road gezogen .",-2.6412704,3.0545454545454547,0.4132750545454549
363,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h , als es aus einer Tankstelle in der Bathgate Road gezogen .",-2.6425748,2.963636363636364,0.32106156363636407
364,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es entdeckte 125km / h , als sie aus einer Tankstelle auf der Bathgate Road zog .",-2.6430528,2.963636363636364,0.32058356363636387
365,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es entdeckten 125km / h , als sie aus einer Tankstelle auf der Bathgate Road gezogen .",-2.6507044,3.0545454545454547,0.4038410545454547
366,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie entdeckt , dass 125km / h , als sie aus einer Tankstelle auf der Bathgate Road gezogen .",-2.6512162999999997,3.090909090909091,0.4396927909090911
367,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125 km / h , als sie aus einer Tankstelle auf der Bathgate Road zog .",-2.6512425,2.981818181818182,0.330575681818182
368,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es entdeckte 125km / h , als es aus einer Tankstelle auf der Bathgate Road gezogen .",-2.6533563,3.018181818181818,0.3648255181818181
369,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h , während es aus einer Tankstelle auf der Bathgate Road gezogen .",-2.6563375,3.090909090909091,0.43457159090909103
370,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h , als es aus einer Tankstelle in der Bathgate Road zog .",-2.657347,2.890909090909091,0.23356209090909097
371,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h , während sie aus einer Tankstelle an der Bathgate Road gezogen .",-2.6575696,3.0727272727272728,0.4151576727272728
372,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es entdeckte 125km / h , als sie aus einer Tankstelle an der Bathgate Road gezogen .",-2.6578534,3.0,0.34214659999999997
373,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es auf 125 km / h , während sie aus einer Tankstelle auf der Bathgate Road gezogen .",-2.6585332999999998,3.018181818181818,0.3596485181818183
374,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125 km / h , als es aus einer Tankstelle auf der Bathgate Road gezogen .",-2.6638188,3.036363636363636,0.3725448363636361
375,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte , 125km / h , als sie aus einer Tankstelle auf der Bathgate Road gezogen .",-2.666013,3.0727272727272728,0.4067142727272728
376,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es entdeckte 125km / h , während sie aus einer Tankstelle auf der Bathgate Road gezogen .",-2.6700292,3.1272727272727274,0.4572435272727273
377,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h aus einer Tankstelle auf der Bathgate Road gezogen .",-2.6703992000000003,2.8727272727272726,0.20232807272727227
378,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es auf 125 km / h , als sie aus einer Tankstelle auf der Bathgate Road gezogen .",-2.6808517000000003,2.963636363636364,0.28278466363636356
379,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es entdeckte 125km / h , als es aus einer Tankstelle auf der Bathgate Road zog .",-2.6814868,2.9454545454545453,0.26396774545454527
380,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es entdeckte 125km / h , als sie aus einer Tankstelle in der Bathgate Road gezogen .",-2.6826689999999997,2.981818181818182,0.2991491818181822
381,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125 km / h , als sie aus einer Tankstelle an der Bathgate Road gezogen .",-2.6831548,3.018181818181818,0.335027018181818
382,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es auf 125 km / h , während es aus einer Tankstelle auf der Bathgate Road gezogen .",-2.6907265,3.0,0.3092735000000002
383,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es entdeckte 125km / h , als sie aus einer Tankstelle an der Bathgate Road zog .",-2.6913216,2.9272727272727272,0.23595112727272705
384,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h aus einer Tankstelle an der Bathgate Road gezogen .",-2.6929092,2.8363636363636364,0.14345443636363653
385,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es entdeckten 125km / h , als sie aus einer Tankstelle an der Bathgate Road gezogen .",-2.6930685000000003,3.018181818181818,0.32511331818181777
386,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es auf 125 km / h , als es aus einer Tankstelle auf der Bathgate Road gezogen .",-2.6960037,2.9454545454545453,0.24945084545454543
387,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte , 125km / h , als es aus einer Tankstelle auf der Bathgate Road gezogen .",-2.696443,3.0545454545454547,0.35810245454545475
388,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte , 125km / h , als sie aus einer Tankstelle an der Bathgate Road gezogen .",-2.7118653999999998,3.036363636363636,0.3244982363636364
389,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte , 125km / h , als sie aus einer Tankstelle auf der Bathgate Road zog .",-2.711965,3.0,0.2880349999999998
390,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie auf 125 km / h , als sie aus einer Tankstelle auf der Bathgate Road gezogen .",-2.7229773999999995,2.909090909090909,0.18611350909090962
391,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es auf 125 km / h , während sie aus einer Tankstelle in der Bathgate Road gezogen .",-2.7235236,2.963636363636364,0.2401127636363638
392,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es entdeckten , 125km / h , als sie aus einer Tankstelle auf der Bathgate Road gezogen .",-2.7260785,3.090909090909091,0.364830590909091
393,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es beobachtete 125km / h , als sie aus einer Tankstelle auf der Bathgate Road zog .",-2.73243,3.036363636363636,0.30393363636363624
394,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte , 125km / h , als sie aus einer Tankstelle in der Bathgate Road gezogen .",-2.735531,3.018181818181818,0.28265081818181814
395,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte , 125km / h , als es aus einer Tankstelle an der Bathgate Road gezogen .",-2.7422058999999996,3.018181818181818,0.27597591818181844
396,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h aus einer Tankstelle auf der Bathgate Road .",-2.7463787,2.727272727272727,-0.0191059727272731
397,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es beobachtete 125km / h , als sie aus einer Tankstelle auf der Bathgate Road gezogen .",-2.7507132999999997,3.109090909090909,0.3583776090909092
398,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es beobachtete 125km / h , als es aus einer Tankstelle auf der Bathgate Road gezogen .",-2.7643033999999997,3.090909090909091,0.3266056909090911
399,"Die Verkehrspolizei auf Patrouille in Karratha hat heute Morgen versucht , über ein blaues Motorrad zu ziehen , als sie es erkannte 125km / h aus einer Tankstelle an der Bathgate Road .",-2.768948,2.690909090909091,-0.07803890909090905
400,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie in Buschland , wodurch die Offiziere zu verlieren , es .",-2.7532556,2.0545454545454547,-0.6987101454545455
401,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie sich in Buschland , wodurch die Offiziere zu verlieren , es .",-2.828243,2.1454545454545455,-0.6827884545454546
402,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie in Buschland , so dass die Offiziere zu verlieren , es .",-2.8297634,2.036363636363636,-0.7933997636363639
403,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie sich in Buschland , so dass die Offiziere zu verlieren Blick auf",-2.8394340000000002,2.1636363636363636,-0.6757976363636367
404,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie sich in Buschland , so dass die Offiziere zu verlieren , es",-2.8599682,2.090909090909091,-0.7690591090909091
405,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie sich in Buschland , so dass die Offiziere zu verlieren , um",-2.8658686,2.090909090909091,-0.7749595090909094
406,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie sich in Buschland , so dass die Offiziere verlieren aus den Augen",-2.8679729,2.2,-0.6679728999999996
407,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter zu Burgess Road , bevor sie in Buschland , wodurch die Offiziere zu verlieren , es .",-2.8693112999999997,2.036363636363636,-0.8329476636363635
408,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter bis Burgess Road , bevor sie in Buschland , wodurch die Offiziere zu verlieren , es .",-2.883543,2.036363636363636,-0.8471793636363638
409,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie in Buschland , so dass die Offiziere zu verlieren , um es",-2.8950994,2.0545454545454547,-0.8405539454545452
410,"Polizei sagen , der Fahrer dann nicht zu stoppen und fuhr weiter auf Burgess Road , bevor sie sich in Buschland , so dass die Offiziere zu verlieren ,",-2.8987205,2.1272727272727274,-0.7714477727272726
411,"Polizei sagen , dass der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie sich in Buschland , so dass die Offiziere zu verlieren ,",-2.9048011000000002,2.109090909090909,-0.7957101909090913
412,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie sich in Buschland , so dass die Offiziere verlieren den Blick auf",-2.9100761000000004,2.1818181818181817,-0.7282579181818187
413,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie in Buschland zu verwandeln , so dass die Offiziere zu verlieren ,",-2.9216433,2.1818181818181817,-0.7398251181818183
414,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie in Buschland , wodurch die Offiziere zu verlieren , sie .",-2.926063,2.0727272727272728,-0.8533357272727273
415,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie in Buschland zu machen , so dass die Offiziere zu verlieren ,",-2.9302194,2.109090909090909,-0.821128490909091
416,"Polizei sagen , der Fahrer dann nicht zu stoppen und fuhr weiter auf Burgess Road , bevor sie in Buschland , wodurch die Offiziere zu verlieren , es .",-2.9349830000000003,2.1454545454545455,-0.7895284545454548
417,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter zu Burgess Road , bevor sie sich in Buschland , wodurch die Offiziere zu verlieren , es .",-2.9396276,2.1272727272727274,-0.8123548727272727
418,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter zu Burgess Road , bevor sie in Buschland , so dass die Offiziere zu verlieren , es .",-2.9533257,2.018181818181818,-0.9351438818181821
419,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter zu Burgess Road , bevor sie sich in Buschland , so dass die Offiziere zu verlieren Blick auf",-2.955017,2.1454545454545455,-0.8095624545454543
420,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter bis Burgess Road , bevor sie in Buschland , so dass die Offiziere zu verlieren , es .",-2.9597528,2.036363636363636,-0.9233891636363638
421,"Polizei sagen , der Fahrer dann nicht zu stoppen und fuhr weiter auf Burgess Road , bevor sie in Buschland , so dass die Offiziere zu verlieren Blick auf",-2.960572,2.1636363636363636,-0.7969356363636364
422,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter bis Burgess Road , bevor sie sich in Buschland , wodurch die Offiziere zu verlieren , es .",-2.9610095000000003,2.1272727272727274,-0.8337367727272729
423,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter bis Burgess Road , bevor sie sich in Buschland , so dass die Offiziere zu verlieren Blick auf",-2.9704080000000004,2.1636363636363636,-0.8067716363636368
424,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie sich in Buschland , wodurch die Offiziere zu verlieren , um es",-2.9793377,2.1636363636363636,-0.8157013363636363
425,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter zu Burgess Road , bevor sie sich in Buschland , so dass die Offiziere zu verlieren , es",-2.979984,2.0727272727272728,-0.9072567272727272
426,"Polizei sagt , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie sich in Buschland , wodurch die Offiziere zu verlieren , es .",-2.9819205,2.1272727272727274,-0.8546477727272728
427,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie in Buschland , so dass die Offiziere zu verlieren Blick auf sie",-2.9827478,2.1272727272727274,-0.8554750727272724
428,"Polizei sagen , der Fahrer dann nicht zu stoppen und fuhr weiter auf Burgess Road , bevor sie in Buschland , so dass die Offiziere zu verlieren , es",-2.983818,2.090909090909091,-0.892908909090909
429,"Polizei sagt , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie in Buschland , so dass die Offiziere zu verlieren , es .",-2.9874227,2.018181818181818,-0.9692408818181821
430,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter zu Burgess Road , bevor sie sich in Buschland , so dass die Offiziere zu verlieren , um",-2.9874299,2.0727272727272728,-0.9147026272727272
431,"Polizei sagen , der Fahrer dann nicht zu stoppen und fuhr weiter auf Burgess Road , bevor sie sich in Buschland , wodurch die Offiziere zu verlieren , es",-2.9886757999999998,2.2,-0.7886757999999996
432,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie sich in Buschland , so dass die Offiziere zu verlieren aus den",-2.9897516,2.1454545454545455,-0.8442970545454545
433,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie in Buschland , so dass die Offiziere zu verlieren , um sie",-2.9901527999999997,2.0545454545454547,-0.935607345454545
434,"Polizei sagen , der Fahrer dann nicht zu stoppen und fuhr weiter bis Burgess Road , bevor sie in Buschland , wodurch die Offiziere zu verlieren , es .",-2.9912012000000003,2.1272727272727274,-0.8639284727272729
435,"Polizei sagen , der Fahrer dann nicht zu stoppen und weiter auf Burgess Road , bevor sie in Buschland , so dass die Offiziere zu verlieren , sie .",-2.9952207000000004,2.036363636363636,-0.9588570636363642
